index_id,id,news_url,title,tweet_ids,Y,category,
8036,gossipcop-931560,https://www.cosmopolitan.com/entertainment/a20132338/khloe-kardashian-living-in-hell-tristan-thompson-cheating-scandal/,"KhloÃ© Kardashian Is Reportedly ""Living in Hell"" Amid Tristan Thompson Cheating Scandal","991734959768469504	991735085757075456	991735320130473984	991736324762857472	991736458150072320	991736678544039936	991739184837611520	991740465539047424	991741157662052352	991746416140791810	991747635227705344	991753989984268292	991757831522041857	991759581591277569	991762589754388480	991769764925263872	991776226871214081	991779710643462150	991779715676606465	991779813118676992	991779817107415040	991779927161745408	991779929774845955	991779937421012992	991779945201459200	991780146280529920	991780145945030656	991780160134410245	991780186227134470	991780203004342272	991780213875986432	991780226018537472	991780248671973381	991780426397224960	991780430788653058	991780430788612097	991780457363771397	991780489739538432	991780686586613762	991780711148478470	991780719428096000	991780818430451713	991780831017435137	991780836159754242	991781010852499456	991790165474476032	991796450903384070	991802253555224576	991807363920416771	991810509690298368	991816327043190786	991818617925840902	991821481997930497	991824512999182337	991838176023986177	991852492957810688	991868365047259142	991881401027850240	991887642357895168	991928544258338817	991928738584711168	991929399246249984	991929415683772416	991929432888705024	991929462160855042	991929476455063553	991929491512545280	991929509900406785	991929524802740224	991929554800345088	991929571183398912	991929585343254528	991929616913895424	991929632722219008	991929648643825664	991930800575688704	991936503537422336	991936714301030400	991936890562666496	991950519378771968	991961208818491393	991966864413810689	991968382634332160	991968402414690304	991978361768562688	991994168099704832	991994876018548737	992002687632924672	992021633840934912	992025295938052096	992041530356531200	992042759551897602	992047738656317441	992060770182672387	992061851960840192	992073803755917312	992073855714910211	992073868964745216	992073881992290305	992073896122900480	992073908265287680	992073920244305921	992082723928989697	992086177535574018	992087551316914176	992095899869265921	992096464280039424	992130649552248835	992130780200685569	992132807458721792	992134146188304390	992136133193723904	992139790593249281	992179768450678784	992249557995012103	992298615707123714	992299419352494085	992303977428484102	992311674303463429	992315003385602048	992320087347662850	992326837761204224	992333653840728064	992333662061547521	992333665043705857	992333674795368448	992336861182885888	992372362233425922",real,gossipcop,
9826,gossipcop-925548,https://www.indiewire.com/2018/04/kenneth-lonergan-defends-casey-affleck-treated-abominably-metoo-harassment-1201949494/,Kenneth Lonergan Believes Casey Affleck â€˜Has Been Treated Abominablyâ€?in the #MeToo Era,"982009495747465217	982009752740917249	982010009755246593	982010019796471809	982010687730978818	982010841909342208	982011005944377344	982011295120666624	982011300594225152	982011335155253248	982015204018933761	982016043580141568	982018501744447489	982020416171458561	982020466490691585	982022786498596865	982022801048723456	982022805045772289	982022931063738368	982022982137712640	982022984788512773	982023016744935425	982023019785871361	982023023099367424	982023052593717248	982023137364774912	982023154611650560	982023166640967680	982023203685044230	982023211520053248	982023215378784257	982023392420384768	982023395201208323	982023394664337409	982023394601381889	982023406513283075	982023419284938758	982023480584654850	982023595168694273	982023598285049856	982023688194273280	982023718456168455	982023889332170753	982023913013235717	982027885782286336	982035536968728577	982040566430031873	982040827839971328	982041357228363776	982044094582087680	982050081418260481	982055368573386752	982060595368226816	982068026232094721	982076406682103808	982083532582412289	982091199178657793	982098257563152384	982103289771704322	982111835846467585	982118347062984705	982126100921835522	982138674761515008	982143684933140481	982148987598684160	982152046047408128	982156024327974912	982161713037377536	982168859267362816	982175699329892353	982181533044785153	982193848326668289	982201802371166208	982209413673922560	982216702837407744	982224361061892096	982231199878791170	982234314673799171	982239352951529472	983414456951517184",real,gossipcop,
2311,gossipcop-5789234276,www.mirror.co.uk/3am/celebrity-news/katie-holmes-jamie-foxx-split-12806431,Katie Holmes and Jamie Foxx 'split and call off wedding' after five years of secret romance,"1012025655645614085	1012041008744484877	1012072455333187587	1012450663354195968	1012476551831568385",fake,gossipcop,
16171,gossipcop-873498,http://www.gurl.com/2015/04/18/style-tips-on-how-to-wear-a-shirtdress-outfit-ideas/,20 Style Tips On How To Wear A Shirtdress - Gurl.com,"897442838883041282	897448124154642432	897448163505651712	897448833151410177	897449269631737856	897449880393613314	897450840587288577	897450881599262724	897452362998075393	897455020857212928	897459266839351299	897459947734282240	897461810848313344	897466441330446336	897467680055115776	897467694601052164	897469822249836544	897469820530065410	897470546723704832	897479563126730752	897480424653549570	897480433759289345	897485027239383040	897486844539138048	897487598423228416	897489443350859777	897519530498568196	897554960635891712	897555147550633984	897566678011326464	897610538313687040	903164588648259584	907432973716336641",real,gossipcop,
9485,gossipcop-906730,https://okmagazine.com/photos/kim-kardashian-creeped-out-fans-dead-grandmother/,Kris Jenner Is Super Creeped Out By A Fan's Dead Grandmother,"954051099857768448	954051135865794561",real,gossipcop,
4285,gossipcop-3564164651,marriedbiography.com/caitlyn-jenner-weird-sense-joy-days-says-cellulite-makes-feminine/,Caitlyn Jenner is having weird sense of joy these days! Says Cellulite makes her feel more feminine! â€?Married Biography,"876164633220046848	876170857030266881	876394105353506816",fake,gossipcop,
2718,gossipcop-4550711612,starmagazine.com/photos/kim-kardashian-named-daughter-elle-v-west-heres/,Kim Kardashian & Kanye West Named Their Daughter Elle V. West & Hereâ€™s Why,"954262298947973120	954438350471155717	955683784388763654",fake,gossipcop,
15158,gossipcop-934480,http://celebrityinsider.org/kuwk-kris-jenner-glad-her-problematic-daughters-have-kids-of-their-own-now-paybacks-a-bih-145771/,KUWK: Kris Jenner Glad Her Problematic Daughters Have Kids Of Their Own Now â€?â€˜Paybackâ€™s A Bi**hâ€?,real,gossipcop,,
3575,gossipcop-896063,https://www.bustle.com/p/wells-adams-just-took-sarah-hyland-on-the-most-bachelor-style-date-ever-5550232,Wells Adams Just Took Sarah Hyland On The Most Bachelor-Style Date Ever,9.33919E+17,real,gossipcop,
9336,gossipcop-883003,https://www.etonline.com/news/160044_lee_daniels_says_monique_pissed_people_off,Lee Daniels & Mo'Nique's Candid Comments on 'Blackballed' Accusations,"912798353296990208	912799057617276929	912799360592773120	912800055467192321	912800310606860290	912800393620422656	912802601292374016	912806375356497920	912807867660460033	912808628607901698	912810602342621186	912811929743368192	912812758848110592	912821920797687808	912822859835117568	912825187137146880	912833693860761600	912833703973289985	912836717635305472	912837635042836480	912850288016363520	912852375215493129	912911272823410688	912913760200937477	912949373289553920	912952754368401408	912953232485486592	912959517587116032	913510089079775232	955450470486638592",real,gossipcop,
5980,gossipcop-922092,https://ew.com/tv/2018/03/21/x-files-finale-chris-carter-interview/,The X-Files finale: Chris Carter explains that shock ending,,real,gossipcop,
15841,gossipcop-915968,http://nickalive.blogspot.com/2018/03/kel-mitchell-reveals-that-there-has.html,NickALive!: Kel Mitchell Reveals That There Has Been Talks For A 'Good Burger' Sequel,"967139322418876416	967157916074762241	967157983573659648	967158114163322881	967158136552480775	967158220665081856	967158249844768770	967158258317357058	967158260976574469	967158297412415490	967158307248070656	967158358175305729	967158474542125058	967158661171867649	967158690259357699	967158771213578240	967158901417365504	967158907285245958	967158929405960197	967158954026553344	967158966928232450	967159011232665601	967159070179430400	968114701602344961	968114929176858624	968115983901691905	968116942685917189	968121307433926656	968128770891763712",real,gossipcop,
3797,gossipcop-878585,https://stylecaster.com/beauty/the-best-beauty-looks-of-nyfw-spring-2018/,The Best Beauty Looks From New York Fashion Week,"905965460746895360	905965943284801536	905966504721637377	905966933958262785	905967474855755777	905967544011448321	905967661825220608	905968037169213440	905968242677604352	905968685097082881	905969078879301632	905969428277456897	905969577716310018	905969600080347138	905969610499002368	905969833598226432	905969945258938374	905970006856527876	905970037319663620	905974044930998273	905974125503635457	905975177393135616	905981248568532992	905987622241173506	905989125680930816	905991099952521216	905991796471279616	906024666522779648	906024673720143873	906024717340913665	906024722671951876	906024768360427520	906024859066556416	906024885301927941	906024915932819457	906024933179850752	906024956630188034	906025129179717637	906025154018402306	906025205104918529	906025227808784393	906025354883620865	906025436332703745	906025447103668224	906025456159174658	906025467559395328	906025622903832577	906025648384180224	906025657368428544	906025668470726657	906025728742789121	906025879528079362	906025885748170753	906025903263588352	906049977759051776	906088250338492416	906118397942956032	906124076888051713	906125868799537152	906133083728076802	906135520400564224	906199711110934528	906208708383973377	906228228582506503	906350869599285248	906479824151175168	906579509759156224	906597417654648832	906623775608852486	906626294561079303	906640550656389126	906652513818091521	906667329924341760	906668838460297216	906700050616725504	906718438000918529	906751677470044160	906776592642461696	906840225426690048	906866960658583552	906885250327961602	906901122794881024	906910201286205440	906914780627312640	906929072026144771	907037007016329217	907061144245895168	907077552304467968	907099789078167553	907106343789760512	907228124924059649	907234595791364096	907292457083301893	907359350527860741	907395317162762246	907440357536882690	907573535207456769	907772352683003904	908347968541130752	908352325990993921	908353864083968000	908358452921200640	908540051918692352	908582923128815616	908742381750677504	908746882335297536	908856723057680385	908878110300413952	908884453904150528	908884453803491329	908937823373234176	908937823452930048	908951612395278336	908958665310269440	909039240335560704	909060579280642049	909163735259938816	909163734869803009	909195205101809664	909249310201585664	909376401685352448	909441862980722688	909478120838828032	909571430651617280	909615023223459840	909630575669002241	909706073803837440	909755145537208320	909946402238636032	910109593119928320	910148246164656128	910221481493311489	910300086793592833	910494613793906688	910813395586338816	911734425565712384	911734427075715072	912085487237595136	912085490244997120	912123298531758081	913075285452627968	915226750107471872	916333010601041920	916839362666647552	916970963492855808	917178362619203584	920097589172822017	926606453741408258	933142776690151424	944525709585854464	947871585284870144	960982228028157954	960987129278017538	989607067060187136	1038147987158065152	1038148425332584448	1038148516776996869	1038151683430174720	1038153187587325952	1038154208703176705	1038212472249802752	1038223588074119168	1038238138693373952	1038271227222052867	1038279521529671681	1038279530295840773	1038279538168537090	1038321878119710720	1038446939430440960	1038597416780320769	1038600946077638656	1038784345887133698	1038807595191087105	1038814839207088129	1039172408077369344	1040280844244590593	1053043836417642496	1053047685199130624	1053048867397222401	1053052202540036096	1053055124279607296",real,gossipcop,
936,gossipcop-12955535,deadline.com/2017/05/stephen-colbert-donald-trump-fcc-no-fine-mouth-cock-holster-monologue-1202101084/,No FCC Fine For Stephen Colbertâ€™s Late-Night Donald Trump C*** Holster Crack,"867123758414221313	867123773023035392	867123785467518976	867123788256759809	867123787757637632	867123794254614528	867124522083864576	867124607735693313	867124834672791552	867126980407373826	867127131654037507	867127134766202880	867127622458892288	867127757930721280	867128107949592577	867128139826298880	867128210882011136	867128324090322944	867128576373608448	867128909963419648	867129682474434560	867129682453557248	867130810238988288	867135647714115584	867140386996801537	867165092265156608	867174278604570624	867176739180564481	867177472823099393	867178594799427585	867246676825837568	867353937510150144	867417313406062592	867542587686535168	867731430498983936	871942267858296832	1001985976011493376	1001990356941058049	1002043654792466432	1002174250772586502	1002174799446241280	1002210055683526656	1002224000485896192	1002224565810941952	1002265404037779456	1002282787557212160	1002286284344385536	1002311743190663168	1002322927256260608	1002356661539860481	1002364563055087617	1002555393116114946	1002596592103325696	1002596852653608960	1002597740231217152	1003334412627423232	1003893908370321409	1003959881748176896	1004302822081429504	1004381791120248833	1004382864207745024	1004443212755369985	1004495579123212288	1004534294461730816	1005074767563587591	1005147662579064834	1005148230680604672	1005177102973456385	1005246486681149440	1005329276084764672	1005363411524284423	1005965357914390528	1009851130300567553	1010725932754264064	1011232758897758208	1011740409603731456	1012365690076999680	1012575460125896705	1012582604955160576	1012627393930878976	1014235699351052288	1015367312453484545	1016711024026750978	1017139729400238080	1017142207327989762	1017549963323158528	1017558994192338944	1017818782209904640	1017925507944452097	1018152816022614018	1018629188721393664	1018832860264869888	1018838411673788417	1018838532633255936	1018896597344833540	1018903444529274880	1019063499140616192	1019239617759858688	1019348956793323525	1019490209975566336	1019659196432695296	1020116647913369601	1020412445163163648	1020428379470770176	1020726286426177536	1021031137475473408	1021187519105437696	1021262189632544768	1021548827998932992	1022300090709536768	1024369294833008641	1024428609245667328	1026252303773261824	1027213027555373056	1027368092660391937	1027700233432694786	1027748514741346307	1030522550688915456	1036372081141637120	1036787711602900992	1037786259744161792	1039850465834483712	1044725027130621952	1045150094952148992	1045538336071389184	1046666730783690752	1047880644838211584	1048331451568074752	1048899208072318976	1049890762865946625	1049942357192273920	1051116478747922437	1052306831043780614	1052333244132282368	1055344242179026946	1056973520553431040	1057198804791775232	1057207270881165313	1057855607007596545	1058567054410711040	1059492510756564993	1059895915039916033	1060184593238818821	1060215281677668355",fake,gossipcop,
3235,gossipcop-847761,https://www.msn.com/en-au/entertainment/movies/jk-rowling-sorry-for-killing-off-harry-potter-character/ar-AAwESBV,JK Rowling sorry for killing off Harry Potter character,"727217086838231040	728403130484989955	728977460835028993	859447423344803840	859451989242949632	859452467347574784	859452471189557248	859452512788594688	859452529045897217	859452601208717313	859452605755400193	859452675603279872	859452887193313281	859453778269011969	859454244956422144	859454730656915457	859454743579574272	859454743248117760	859454752060354560	859454751770984448	859454754832883713	859454938891436032	859456115850977280	859456149141237764	859457587284070400	859457834194526208	859459719701901313	859460151593619456	859460155213103104	859460174259511296	859460192924082176	859460204177408000	859461676566839296	859461681323192321	859466755172777984	859470119508094976	859471880993906690	859473495817732096	859473612377440256	859477772611309568	859479093967937536	859481905724510209	859481921134272512	859482016705851392	859482071059845121	859494331782225922	859518007302860800	859524164025171969	859524168169119744	859524167858757632	859524173802070017	859530476461080576	859530481968136193	859535742405672960	859547060235755520	859547074525675520	859547082264264705	859548118987223042	859560321178099712	859560414161403904	859560425884499968	859561027028963329	859584641161998336	859585114388430848	859585151977783300	859602792209580032	991726788517621760	991729521773588480	991779708890177536	991779706264543234	991779809549258752	991779813068242945	991779925693816832	991779932014596101	991779940545847296	991780141159284739	991780154027532289	991780181525360648	991780198633869312	991780207777460224	991780218707857408	991780241847840770	991780425939980288	991780425793179648	991780452930342913	991780683856121857	991780814642872322	991780821181845504	991780831919296512	991781006633066498	992688111724449793	992738957178875904	992741953518391297	992748499182804992	992757305782521856",real,gossipcop,
12428,gossipcop-856873,https://variety.com/2017/film/news/wonder-woman-london-premiere-canceled-manchester-attack-1202443062/,â€˜Wonder Womanâ€?London Premiere Canceled After Manchester Attack â€?Variety,"867443080726667264	867443175190917120	867443396209774595	867443461888372739	867443507954319360	867443515961339907	867443592964567042	867443602951204867	867444618840899585	867445309907103751	867445609707458560	867446711555207168	867446735592804352	867447644007702528	867447649993056256	867447753391067138	867448063392182275	867448138210177026	867448170808098816	867450059318743040	867450151702581248	867450161504468996	867451014206693377	867455557405474818	867456674675785728	867456677582385153	867458018732101632	867458721307176964	867458737409097728	867458748402544640	867458826848542722	867458854782500866	867458859048157184	867458889989607425	867458895198928896	867458894766813184	867458894712291328	867458904728289281	867458919777550336	867459108252733441	867459656175816707	867459797246935041	867462620806127616	867462628200767489	867462630461513728	867462629740105728	867462637751123972	867462987027668994	867463123384643585	867463566231601152	867464002833489920	867464311119028228	867464356178534400	867464750531190784	867464757246255104	867464757103673344	867464755883134976	867464764879888389	867464769506123780	867464780881186816	867467519417659392	867467523222118400	867470980708540416	867471601436155906	867473046747009025	867475525442433025	867476806382649344	867476819779497984	867479553853186048	867479591442456576	867479597322870784	867479597109059584	867479603031400448	867480168985747457	867480329451208704	867481393562963969	867482420148281344	867482422056595456	867483247252340737	867484877188349952	867485374859296772	867487944713486336	867491695683715073	867494183866695680	867495736539205632	867498129746083840	867504752044670976	867513089905786884	867517411536371712	867522586074374144	867522910927306758	867527129260584960	867530691730259969	867532956117741568	867533943926657025	867534823375679489	867536099127832576	867539121866199040	867540772572151808	867540780742713344	867540785721364481	867542929774084097	867544145149251584	867548553270493184	867551160458248192	867561847775481858	867572352166572032	867593589928247296	867599378600542208	867602939434729472	867644748760264706	867764697168302080	867764703304589312	867764834879901696	867769898797326339	867836080858554368	867839705756426241	867844778108403716	868025311186833409	872027319304671233",real,gossipcop,
12956,gossipcop-930760,https://www.dailymail.co.uk/tvshowbiz/article-5670457/Audrina-Patridge-Ryan-Cabrera-attend-Stagecoach-amid-dating-rumors.html,Audrina Patridge and Ryan Cabrera attend Stagecoach together,"990709595189514242	990710017581109250	990710093481172992	990710343478505473	990710694579458048	990711807269421057	990712474533093376	990712513003249664	990713486819909637	990716784377556992	990751523088093186	990764647035764736	990765165296549889	990767301334126592	990776310132805632	990776326046076929	990776330483650566	990776339597840385	990776341711720448	990776353187344384	990776366726598656	990776601498542080	990776601255251968	990776606888153088	990776752657100800	990776800035966976	990776813638078464	990776813294116864	990776824736239616	990776851474845696	990777035604799488	990777043280433152	990777048309395462	990777057427718144	990777055536205824	990777064642039808	990777070807601153	990777098540339200	990777127174844417	990777282783514632	990777302681300992	990832458638782464	990844009605222400	990858347002941440	990858364052738049	990895120647180289	990941193394470913",real,gossipcop,
909,gossipcop-4081333587,www.dailyedge.ie/zayn-malik-shared-happy-birthday-video-from-ryan-reynolds-3797127-Jan2018/,Zayn Malik shared the gas happy birthday video he received from Ryan Reynolds,"952392021448196096	952495657541087233	952555477988147200	952563955842584576	952589112292401152	952589134392168448	952602070628016128	952602235346628608	952604522676924419	952645773308686336	952700771929178112",fake,gossipcop,
1849,gossipcop-913011,https://www.cnn.com/2018/02/10/entertainment/reg-cathey-house-of-cards-actor-obit/index.html,'House of Cards' actor Reg E. Cathey dead at 59,"962116124505600002	962116897834598400	962117097898823680	962117114281824256	962117329789186048	962117746971566080	962117750809219072	962117760074633216	962117776575000577	962117824218107905	962117892757164032	962117890446184448	962117936872853504	962117979105263617	962118038832152576	962118152598507521	962118158587973633	962118168910225409	962118192645619712	962118197171408896	962118232906911745	962118318227410944	962118329279438848	962118337395417088	962118404206481408	962118456278638592	962118521600823296	962118737167085568	962118735740985344	962118794687762432	962118825675239425	962118830901231621	962118927185793024	962119064654147584	962119064092102657	962119142118690816	962119190483107840	962119190969593856	962119443571793920	962119772459687936	962119819708350465	962119916861214720	962119968992256000	962120199645343745	962120347595235328	962120375214764032	962120393971716098	962120563433984001	962120602080436230	962120697093894145	962120993513918471	962121067543384064	962121082051407872	962121446536310785	962121663520354304	962121729681305601	962121833498648576	962121896190988294	962121918626304000	962121929502154753	962121943498543104	962121998490054657	962122033109897217	962122073530396673	962122116081610757	962122344041984001	962122430314700800	962122958176100352	962123029110317056	962123290180444160	962123443188596736	962124012959817729	962124115392921600	962124409078247424	962124496474841088	962124702922756096	962124934620372995	962125563426148352	962125594518605824	962125597823721472	962125751876308993	962125751620431874	962126087303163904	962126304140255232	962126547040722945	962126664535887872	962126755946360832	962126917171367937	962127174106050560	962127498740944896	962127590948573185	962128035683143687	962128274280329216	962128518086881281	962128555189686272	962128760945307649	962129150399172608	962129210058952704	962129345983676416	962129420432691200	962129431413379073	962129598103408641	962129632609882114	962129739858235392	962130025469304834	962130047464189952	962130119446933507	962130192079745026	962130214452105216	962130363207307265	962130771317264384	962130908299001856	962131105859203073	962131138767671297	962131151467851776	962131256048668672	962131538015072256	962132204141899776	962132222194212866	962132336447033344	962132388884205568	962132868242853889	962133073323159552	962133162070499328	962133269616779267	962135064724344832	962135331830190080	962135353091088384	962135684713771008	962135805178212352	962136122657734656	962136700502859776	962138902654894081	962139197321588736	962139204909191169	962139850777550848	962140486914932737	962140849223200769	962142607836004352	962142616568541184	962144033500884993	962144142758432769	962144271305527297	962144288678334465	962144555020771330	962144695563427840	962145013252665344	962146842384494592	962147223680245761	962147223625748480	962147498453168129	962148250907156481	962149172366295040	962149190913675264	962150159948963840	962151051657752576	962151775670292480	962153007071801346	962158201415323648	962158219324948480	962161584083697665	962161707433959424	962162045956182016	962162720031191040	962163292058849280	962163656162201605	962163952393342977	962164215275438085	962164552770162689	962165306289307648	962165338187157504	962165944394092544	962166740976394240	962167021206167552	962168939567607808	962169516489809922	962169912784498688	962171145394024449	962171659942731776	962171778893148161	962174670220005376	962175541011996674	962176086594301954	962176830596788225	962178274729381890	962178580057817088	962179185925074945	962181833780801536	962183900230443008	962184612452753408	962185527435911169	962186134515167232	962187517159264256	962188846996885505	962189844305924097	962191257299800064	962191775434653697	962192047582187520	962192193258602498	962194223368949760	962195963052830721	962197347408187397	962200702952013824	962207059717455877	962208488838623232	962209392648179712	962210601757011968	962212171651231744	962214307885875201	962217927289184256	962219617832779781	962219886733914113	962222832292855808	962224057058983936	962224073932726272	962224082799513600	962225857132679168	962227138546905089	962232018624016385	962232452180832256	962232486922211328	962232500566315008	962232587627499520	962232713947344896	962232718468804608	962232738014220288	962232737905172480	962232766933950465	962232936970977281	962232952611639296	962232951361728512	962232955329540097	962232958580068353	962232969053327360	962232992289775616	962233023285612544	962233030466265088	962233215514791936	962233225417494528	962233246338740224	962233467546333184	962233468624211968	962233478485020672	962233482297700353	962233502048464898	962233498399633408	962233715031199744	962235036970946560	962235539201183744	962236439168716800	962236532353568769	962236756857950210	962236825728372739	962239555607777280	962241854270988288	962243238592729088	962244584435728384	962249677428043777	962249858152243200	962257155314278400	962262274814623744	962269227406077952	962273847566364672	962274971144695808	962279722477645824	962287262464598016	962289339794411520	962292042570354688	962292297604870145	962295090831069185	962295535649476610	962297691093925889	962298274312019968	962300965792698369	962302228190105600	962302911907733504	962310002277892097	962310331287695360	962314913459957760	962317747601383424	962318900661817344	962320798114463746	962324566239412225	962325165043466241	962325540026900480	962326048401698816	962328738879991811	962328756298878977	962328773382287360	962329850693513216	962332365971513346	962332848396136448	962349420443586560	962364494889603073	962372788211167232	962378902298443776	962379174286712832	962382467092107264	962383331412213760	962383429059821568	962397431039254529	962397821654646784	962400331505299456	962403083144736768	962406801894445056	962410453870592000	962416871432773633	962433148482076672	962438208846929920	962438270050160641	962439577146413056	962440804135526401	962453729936052224	962455798524899329	962455814073147392	962455827494862849	962456832219516928	962472017437122560	962482012928974848	962488218921914368	962488940929470464	962496798693588993	962502537273397249	962504845050593280	962513057913155584	962536098521145344	962543762525380608	962552176802451457	962567508506087424	962571486669234176	962603433189658624	962670572755931136	962705140179460096	962705350829932544	962747585655201793	962813777623310336	962937466570313728	962940793743921152	963075977881452544	963097396912717824	963098629534879747	963511481139712005	963523255209549824	963624349113749505	963926625632116741	986593236578918400	993002379955064833",real,gossipcop,
15560,gossipcop-885180,https://en.wikipedia.org/wiki/Nicole_Richie,Nicole Richie,"916114899734089728	916114904062550016",real,gossipcop,
2365,gossipcop-861860,https://www.longroom.com/discussion/540379/nikki-bella-talks-planning-intimate-wedding-to-john-cena-and-offers-beyonce-some-tips-on-raising-twins-call-me,"Nikki Bella Talks Planning ""Intimate"" Wedding to John Cena and Offers BeyoncÃ© Some Tips on Raising Twins: ''Call Me!''",,real,gossipcop,
7364,gossipcop-899778,https://www.celebritynetworth.com/richest-athletes/nfl/larry-english-net-worth/,Larry English Net Worth,"942612631113920513	942612912966963200	942613109394378752	942613420435820545	942614434291339264	942614755373715457	942614907308081153	942616194992848896	942620638254129152	942620968060669952	942621500179443713	942632727039414272	942633783982985218	942635732732141568	942635916560093184	942701028377546752	942703324750581760	942703324696076288	942703323127468032	942703322838028288	942703361551491072	942703524483358720	942703554535583744	942703622445502464	942703760882700288	942703762208116736	942703767354474496	942703784236548097	942703800174989317	942703915426111488	942704016634667008	942704048381349888	942704075694592005	942704074163740673	942704099501494272	942704254761959424	942704321354969088	942704381337702402	942704539106455552	942704547918745600	942704571088080896	942704600049750016	942704610766188544	942717811922743296	942775673936105477	942831190901391361	944141670483943425	950600149889318912	957942667547217921",real,gossipcop,
327,gossipcop-5668487773,honey.nine.com.au/2018/04/19/17/06/kate-middleton-meghan-markle-jealous,Kate Middleton will never be jealous of Meghan Markle; here's why,"792910787324940288	792910791817043969	792911510062370816	792917538355109888	792918035795353600	793032548636950528	793085862502334464	793086767498948608	793086769747025921	793090540669575172	793092119711842304	793106397638471680	793106409118326784	793110863796277248	793128368904417280	793202466485448704	808346309014888448	808346364237283328	808390995263950849	808574689803194368	828043991367061504	828052542303064064	828220194615152640	828220236172296192	828222301506240513	828222318317015040	828242932713009156	828282573096906752	828284611322998784	828284638451769344	828294029796216832	828297666912153600	828320468914597889	828325815045804039	828415817284849664	828740945076170752	830478325034344448	846469027786506240	846698023388250112	848821263095275520	848827746440663040	848829170876469249	848833751232663554	849024354235150338	849025872426225664	849074497886068738	849334936725147648	849334956815826944	876537539116621825	891133836137947136	896644434733010944	896644481105133568	918917989667430400	928621339165913090	928625290221379587	928949103333031936	928985757980745728	938082271487188992	938104898960236544	938166762817884160	938261739694682113	938370050922303488	938416558396923904	938456834146471936	938483941631234049	938483943678074880	938484349619630080	938485527057068032	938485561903468545	938485962878853123	938486522411732992	938487524544180225	938488356706701312	938490852904783874	938506020166369283	938531131699236864	938543617895030785	938577809324331008	938637233703157761	938685052032045056	938685152758288384	938756704073809921	938756728572776448	938790069237899265	938828918005436416	938876212017094656	939122425035403264	939143463060361217	939167645206638594	939175006994448384	939359341647417344	939715331525922816	940398029932236800	940552962161741825	940553375791370240	940553782630518784	940672819641376768	940795493621338112	940820755037683713	941307144057397248	941307679036903425	941315140170993664	941326169185460225	941459883051945986	941493796487024641	941759737615568903	941760024229036032	941776857757900800	942280324079374336	943747441949659137	943797741838389249	943857300263104513	944663980399763456	944908050825203712	945304557722013696	946759800477532161	946975565814300672	952860467143299072	953839720282378241	958483464260472833	958484058144522241	968470667720093696	971683257677905920	971771794477608960	971796812263813125	971858112968785921	971913558803058693	972026718209888257	974866938957451264	987989907833487361	988205872181637120	988500409215004672	988753129297477632	988753145210785792	997823140825886720	997899444463943681	997929716513431552	997996786647224320	998610478246096896	998777132409995264	1000162794266820610	1003847542906474497	1020495833496612864	1032229159760617473	1032231456205168643	1035890283488075776	1043168476490170368	1043169513989189632	1043553243333316608	1046384282191769601	1047476714035720192	1053776922789011457	1054085731377930240	1054117828012457984	1055149529832525824",fake,gossipcop,
2970,gossipcop-6043500630,,Meghan Markle Already Pregnant Month After Royal Wedding ,"1010922840839815171	1011011627183771648	1011043841946914817	1011317188282781696	1011345607427088384	1011612569159847936	1011625431345369088	1012793411739381760	1013098004348190720",fake,gossipcop,
3097,gossipcop-8536539547,people.com/tv/kylie-jenner-and-travis-scott-relationship-timeline/,From Welcoming a Baby Together to Their Joint GQ Cover: Inside Kylie Jenner & Travis Scott's Whirlwind Romance,"966176926846078977	966186112539557888	966186131414044675	966186140792426496",fake,gossipcop,
751,gossipcop-7259617407,ew.com/news/2017/04/10/united-flight-man-dragged-celebrities-react/,Celebrities slam United Airlines over passenger who was dragged off flight,"851570019544596481	851570446235521025	851574219712466944	851574532494307331	851574784135766016	851581607433469952	851586633262538752	851588934647914496	851596865363558400	851600593101750278	851678022147096576	851698103228837888	851731566720163840	851768071618535424	851983272301268994	852042387962474497	852329268797480961",fake,gossipcop,
7198,gossipcop-914289,http://celebritymaximum.com/2018/02/16/elle-fanning-channels-royalty-and-more-best-dressed-stars/,Celebritymaximum.com,"964501918696472576	964502128575287296	964502421539049472	964503280540901376	964503417594044416	964505748779814913	964506176615481344	964506231523151873	964506480597700608	964506513548210177	964506872324730881	964507231675797505	964508861737644032	964509598412521472	964512568927817728	964513336930062337	964516009494437888	964516091178385413	964516108907708416	964516117707403264	964517364078292992	964521774766575616	964521897839886337	964522399172476928	964524891780403200	964529502784126976	964538991302402049	964538997577080832	964545609746276353	964549649729138689	964579660259471360	964693944943616001	965142358974066688	965740156543209472	965740192173879296",real,gossipcop,
